protocol_name,sheet_name,field_name,definition,field_type,format_text,unit,field_sheet_notes,version
oyster reef habitats,excavation count,oyster_count,"The total count of oysters of the type indicated in ""oyster type"" per quadrat",numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,excavation count,sample_frequency_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,transect,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,pre_chain_length,The total length of the chain before it is laid out on the reef,numeric,NA,centimeters,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,post_chain_length,The total length of the chain laid out along the substrate to conform with the oysters,numeric,NA,centimeters,NA,10.25573/serc.14714328.v1
oyster reef habitats,rugosity,rugosity_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,reef_id,Unique numeric ID assigned to each reef at a location,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,biobox_id,"A unique numeric identifier assigned to each biobox (e.g. 1, 2, 3, etc.)",numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,biobox_count,The total count of individuals per taxa in the biobox,numeric,NA,NA,NA,10.25573/serc.14714328.v1
oyster reef habitats,biobox data,biobox_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714328.v1
fouling community,sample metadata,site_code,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,location_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,panel_id,"A unique ID assigned to each panel with the format ""locationname_cabletiecolor""",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,panel_deployment_year,The year the panel was deployed in the field,numeric,YYYY,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,panel_deployment_month,The month the panel was deployed in the field,numeric,MM,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,panel_deployment_day,The day the panel was deployed in the field,numeric,DD,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,sample_retrieval_year,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,sample_retrieval_month,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,sample_retrieval_day,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,deployment_latitude,"Panel deployment latitude in decimal degrees, to five decimal places",numeric,xx.xxxxx,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,deployment_longitude,"Panel deployment longitude in decimal degrees, to five decimal places",numeric,xxx.xxxxx,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,data_collector,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sample metadata,sample_metadata_notes,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,panel_id,"A unique ID assigned to each panel with the format ""locationname_cabletiecolor""",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,sample_retrieval_year,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,sample_retrieval_month,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,sample_retrieval_day,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,panel_weight_predeployment_g,The average of several clean panel's weight taken prior to deployment,numeric,NA,grams,NA,10.25573/serc.14510649.v1
fouling community,biomass data,panel_wet_weight_g,The weight of the panel following retrieval,numeric,NA,grams,NA,10.25573/serc.14510649.v1
fouling community,biomass data,community_biomass_g,The weight of community biomass calculated by subtracting the average weight of the clean panels from the panel's wet weight,numeric,NA,grams,NA,10.25573/serc.14510649.v1
fouling community,biomass data,photo_filename,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,biomass data,biomass_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,panel_id,"A unique ID assigned to each panel with the format ""locationname_cabletiecolor""",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,sample_retrieval_year,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,sample_retrieval_month,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,sample_retrieval_day,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,sample_processing_person,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,photo_filename,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,sessile species data,sessile_species_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,panel_id,"A unique ID assigned to each panel with the format ""locationname_cabletiecolor""",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,sample_retrieval_year,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,sample_retrieval_month,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,sample_retrieval_day,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,count,The number of individuals found per species on a panel,numeric,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,sample_processing_person,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,photo_filename,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,mobile fauna data,mobile_fauna_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,site_code,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,location_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,panel_id,"A unique ID assigned to each panel with the format ""locationname_cabletiecolor""",text,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,sample_retrieval_year,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,sample_retrieval_month,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,sample_retrieval_day,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,point_count,"The number of points counted for a given species, sediment type, or open space. The count can exceed 100. See the ""Fouling Community Photo Analysis"" protocol for more information.",numeric,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,sample_processing_person,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,photo_filename,NA,NA,NA,NA,NA,10.25573/serc.14510649.v1
fouling community,percent cover,percent_cover_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14510649.v1
Coral Reef Habitats,sample metadata,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,transect,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,data_collector,The individual who conducted the survey for this transect,text,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,distance_completed_m,The length of the transect surveyed by the data collector,numeric,NA,meters,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,data_entry_person,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,sample metadata,sample_metadata_notes,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,transect,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,juveniles_1_to_4_cm,The tally of juvenile individuals with a total live tissue measurement of 1 to 4 centimeters,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,isolate_1_to_4_cm,The tally of isolates with a total live tissue measurement of 1 to 4 centimters,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,5_to_10_cm,The tally of individuals with a total live tissue measurement of 5 to 10 centimeters,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,11_to_20_cm,The tally of individuals with a total live tissue measurement of 11 to 20 centimeters,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,21_to_40_cm,The tally of individuals with a total live tissue measurement of 21 to 40 centimeters,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,41_to_80_cm,The tally of individuals with a total live tissue measurement of 41 to 80 centimeters,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,over_80_cm,The tally of individuals with a total live tissue measurement of over 80 centimeters,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,0_recent_total_mortality,The tally of individuals with recent total mortality,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,predation_bites,The number of corals of each species that has evidence of predation,numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,coral_demographics_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,transect,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,max_diameter,"Maximum diameter across longest axis of the entire colony, including dead skeleton",numeric,NA,centimeters,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,max_height,Maximum height of coral measured perpendicular to substrate,numeric,NA,centimeters,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,percent_mortality,"Estimated percent mortality, including old mortality unrelated to the observed condition",numeric,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,condition_code,"The condition of the sample, including TL (tissue loss), CLP (color loss – paling), CLB (color loss – bleaching), D (discoloration), GA (growth anomaly)",text,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,percent_affected,"Estimated percent affected by the condition in percentage bins: A (0-5%), B (6-50%), C (51-95%), D (96-100%). For tissue loss, percent affected refers to recent mortality.",text,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,distribution,"Distribution of the condition on the individual: F (focal), MF (multifocal), D (diffuse), or W (whole colony)",text,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,rate_tissue_loss,"For tissue loss only, describe the rate of progression as A (acute, clean skeleton >2cm) or SA (subacute, clean skeleton <2cm)",text,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,coral_condition_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,transect,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,chain_length,The total length of the chain before it is laid out on the reef,numeric,NA,centimeters,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,start_position_transect_tape_cm,"The starting mark of the chain on the transect tape, in centimeters (0, 1000, 2000, 3000, 4000)",numeric,NA,centimeters,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,end_position_transect_tape_cm,"The end position on the transect tape of the chain laid out, in centimeters",numeric,NA,centimeters,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,rugosity_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14714175.v1
Benthic Photoquadrats,sample metadata,site_code,NA,NA,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,location_name,NA,NA,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,transect,NA,NA,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,photo_filename,NA,NA,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,meter_number,The meter along the transect at which the photo was taken,numeric,NA,meter,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,data_collector,The individual who conducted the survey for this transect,text,NA,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,photoquadrat_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14717823.v1
Beach Seines,sample metadata,site_code,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,location_name,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,transect,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_mesh_size_mm,"The mesh size on the beach seine, in millimeters",numeric,NA,millimeters,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_width_m,"The width of the beach seine, in meters",numeric,NA,meters,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_height_m,"The height of the beach seine, in meters",numeric,NA,meters,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_distance_m,"The distance towed along the transect, in meters (may or may not be 50 m)",numeric,NA,meters,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,data_collector,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,data_entry_person,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_metadata_notes,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,transect,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,abundance,Total abundance of each fish taxon.,numeric,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,abundance_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,site_code,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,location_name,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,transect,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,sample_collection_year,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,sample_collection_month,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,sample_collection_day,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,scientific_name,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,identification_notes,NA,NA,NA,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,length_mm,"Length, in millimeters, of the first 20 individuals per taxon. Each cell should contain only one length measurement.",numeric,NA,Millimeters,NA,10.25573/serc.14925105.v1
Beach Seines,length data,length_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,10.25573/serc.14925105.v1
seagrass_biomass,sample_metadata,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,YYYY-MM-DD,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,sample_dimensions,Note the (bottom) area or dimensions of the sample,text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,sample_processing_date,The date the sample was processed in the lab,date,YYYY-MM-DD,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,corer_dimensions,Dimensions of the corer used (w x h),text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth.",numeric,NA,meters,NA,seagrass_legacy
seagrass_biomass,sample_metadata,data_collector,Name(s) of data collector(s),text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,data_entry_person,Full name of data entry person,text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,YYYY-MM-DD,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),numeric,NA,meters,NA,seagrass_legacy
seagrass_biomass,sample_data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),text,NA,NA,NA,seagrass_legacy
seagrass_biomass,sample_data,tin_mass_g,The mass in grams of an empty measring tin,decimal,xx.xx,grams,NA,seagrass_legacy
seagrass_biomass,sample_data,tin_sample_dry_mass_g,"The mass in grams of a measring tin containing a seagrass sample, after it has been dried to a consistant dryweight",decimal,xx.xx,grams,NA,seagrass_legacy
seagrass_biomass,sample_data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,YYYY-MM-DD,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xx.xxxxx,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",numeric,xxx.xxxxx,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth.",numeric,NA,meters,NA,seagrass_legacy
seagrass_density,sample_metadata,cover_method,"The method used to estimate cover: Braun-Blanquet, percent bins, or point count.",text,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,quadrat_dimensions,Dimensions of the quadrat used during sampling (WxH),text,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,points_in_quadrat,"The total number of points counted in a quadrat to estimate cover. A value is only necessary if using the point count method, please leave this blank if using a different method.",numeric,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,data_collector,Name(s) of data collector(s),text,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,data_entry_person,Full name of data entry person,text,NA,NA,NA,seagrass_legacy
seagrass_density,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",text,NA,NA,NA,seagrass_legacy
seagrass_density,cover_sample_data,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,YYYY-MM-DD,NA,NA,seagrass_legacy
seagrass_density,cover_sample_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,text,XXX-YYY,NA,NA,seagrass_legacy
seagrass_density,cover_sample_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",text,NA,NA,NA,seagrass_legacy
seagrass_density,cover_sample_data,transect,"The transect at the location the sample came from: 1, 2, or 3",numeric,NA,NA,NA,seagrass_legacy
seagrass_density,cover_sample_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),numeric,NA,meters,NA,seagrass_legacy
