protocol,table,attribute,definition,variable_type,field_type,format_text,unit,version
Coral Reef Habitats,coral demographics data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,juveniles_1_to_4_cm,The tally of juvenile individuals with a total live tissue measurement of 1 to 4 centimeters,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,isolate_1_to_4_cm,The tally of isolates with a total live tissue measurement of 1 to 4 centimters,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,5_to_10_cm,The tally of individuals with a total live tissue measurement of 5 to 10 centimeters,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,11_to_20_cm,The tally of individuals with a total live tissue measurement of 11 to 20 centimeters,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,21_to_40_cm,The tally of individuals with a total live tissue measurement of 21 to 40 centimeters,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,41_to_80_cm,The tally of individuals with a total live tissue measurement of 41 to 80 centimeters,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,over_80_cm,The tally of individuals with a total live tissue measurement of over 80 centimeters,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,0_recent_total_mortality,The tally of individuals with recent total mortality,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,predation_bites,The number of corals of each species that has evidence of predation,measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral demographics data,coral_demographics_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,max_diameter,"Maximum diameter across longest axis of the entire colony, including dead skeleton",measurement,numeric,NA,centimeters,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,max_height,Maximum height of coral measured perpendicular to substrate,measurement,numeric,NA,centimeters,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,percent_mortality,"Estimated percent mortality, including old mortality unrelated to the observed condition",measurement,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,condition_code,"The condition of the sample, including TL (tissue loss), CLP (color loss – paling), CLB (color loss – bleaching), D (discoloration), GA (growth anomaly)",categorical,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,percent_affected,"Estimated percent affected by the condition in percentage bins: A (0-5%), B (6-50%), C (51-95%), D (96-100%). For tissue loss, percent affected refers to recent mortality.",categorical,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,distribution,"Distribution of the condition on the individual: F (focal), MF (multifocal), D (diffuse), or W (whole colony)",categorical,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,rate_tissue_loss,"For tissue loss only, describe the rate of progression as A (acute, clean skeleton >2cm) or SA (subacute, clean skeleton <2cm)",categorical,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,coral condition data,coral_condition_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,chain_length,The total length of the chain before it is laid out on the reef,measurement,numeric,NA,centimeters,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,start_position_transect_tape_cm,"The starting mark of the chain on the transect tape, in centimeters (0, 1000, 2000, 3000, 4000)",measurement,numeric,NA,centimeters,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,end_position_transect_tape_cm,"The end position on the transect tape of the chain laid out, in centimeters",measurement,numeric,NA,centimeters,10.25573/serc.14714175.v1
Coral Reef Habitats,rugosity data,rugosity_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14714175.v1
Benthic Photoquadrats,sample metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,photo_filename,"The filename of the image associated with the sample with the file extension included (e.g., ""usa-mda_site1_t1_q1-unknown-seagrass.jpg"")",NA,text,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,meter_number,The meter along the transect at which the photo was taken,measurement,numeric,NA,meter,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,data_collector,Name(s) of data collector(s),pii,text,NA,NA,10.25573/serc.14717823.v1
Benthic Photoquadrats,sample metadata,photoquadrat_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14717823.v1
Beach Seines,sample metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_mesh_size_mm,"The mesh size on the beach seine, in millimeters",measurement,numeric,NA,millimeters,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_width_m,"The width of the beach seine, in meters",measurement,numeric,NA,meters,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_height_m,"The height of the beach seine, in meters",measurement,numeric,NA,meters,10.25573/serc.14925105.v1
Beach Seines,sample metadata,seine_distance_m,"The distance towed along the transect, in meters (may or may not be 50 m)",measurement,numeric,NA,meters,10.25573/serc.14925105.v1
Beach Seines,sample metadata,data_collector,Name(s) of data collector(s),pii,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,data_entry_person,Full name of data entry person,pii,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,sample metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data",note,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,abundance,Total abundance of each fish taxon.,measurement,numeric,NA,NA,10.25573/serc.14925105.v1
Beach Seines,abundance data,abundance_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,10.25573/serc.14925105.v1
Beach Seines,length data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,sample_collection_year,The year the sample was collected in the field,date,numeric,YYYY,NA,10.25573/serc.14925105.v1
Beach Seines,length data,sample_collection_month,The month the sample was collected in the field,date,numeric,MM,NA,10.25573/serc.14925105.v1
Beach Seines,length data,sample_collection_day,The day the sample was collected in the field,date,numeric,DD,NA,10.25573/serc.14925105.v1
Beach Seines,length data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14925105.v1
Beach Seines,length data,length_mm,"Length, in millimeters, of the first 20 individuals per taxon. Each cell should contain only one length measurement.",measurement,numeric,NA,Millimeters,10.25573/serc.14925105.v1
Beach Seines,length data,length_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,10.25573/serc.14925105.v1
SED-BIOME,transect_metadata,site_number,Enter the number of your site. Site numbers can be found in the map that you received in the package or on the MarineGEO protocol website: https://marinegeo.github.io/projects/sed-biome,id,integer,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,country,NA,categorical,NA,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,city,NA,categorical,NA,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",measurement,numeric,xx.xxxxx,NA,SED-BIOME
SED-BIOME,transect_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",measurement,numeric,xxx.xxxxx,NA,SED-BIOME
SED-BIOME,transect_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",measurement,numeric,xx.xxxxx,NA,SED-BIOME
SED-BIOME,transect_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",measurement,numeric,xxx.xxxxx,NA,SED-BIOME
SED-BIOME,transect_metadata,depth_min_m,Minimum site depth in meters,measurement,numeric,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,depth_max_m,Maximum site depth in meters,measurement,numeric,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,habitat_type,Provide the habitat type of the site location,categorical,NA,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,sediment_classification,Classify the sediment at the site location,categorical,text,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,human_impact_source,Describe any human impacts relevant to the site location,categorical,NA,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,sample_processing_date,The date the sample was processed in the lab,date,date,YYYY-MM-DD,NA,SED-BIOME
SED-BIOME,transect_metadata,data_collector,Name(s) of data collector(s),pii,text,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,data_entry_person,Full name of data entry person,pii,text,NA,NA,SED-BIOME
SED-BIOME,transect_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,SED-BIOME
SED-BIOME,minicore_and_syringe_metadata,site_number,Enter the number of your site. Site numbers can be found in the map that you received in the package or on the MarineGEO protocol website: https://marinegeo.github.io/projects/sed-biome,id,integer,NA,NA,SED-BIOME
SED-BIOME,minicore_and_syringe_metadata,sample_id,The unique ID of the sample,id,NA,NA,NA,SED-BIOME
SED-BIOME,minicore_and_syringe_metadata,type,A brief description of the type of sample collected,categorical,text,NA,NA,SED-BIOME
SED-BIOME,minicore_and_syringe_metadata,collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,NA,NA,NA,SED-BIOME
SED-BIOME,minicore_and_syringe_metadata,data_collector,Name(s) of data collector(s),pii,text,NA,NA,SED-BIOME
SED-BIOME,minicore_and_syringe_metadata,sample_processing_persons,The full name of the person processing the sample (no initials; ONLY one name per sample),pii,text,NA,NA,SED-BIOME
SED-BIOME,minicore_and_syringe_metadata,sample_collection_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,sample_deployment_date,The date the sample was deployed in the field (YYYY-MM-DD),date,date,YYYY-MM-DD,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,sample_retrieval_date,date of the retrieval of the traps,date,date,YYYY-MM-DD,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,site_number,Enter the number of your site. Site numbers can be found in the map that you received in the package or on the MarineGEO protocol website: https://marinegeo.github.io/projects/sed-biome,id,integer,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,frame_number,Number of the frame as indicated on the boyant chain and map (1 to 16),id,numeric,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,frame_id,ID of the frame as indicated on the boyant chain and map (SiteX-C/FX),id,text,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,tea_bag_sample_id,ID of the laminated label placed in mesh bag,id,text,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,short_tea_bag_sample_id,Short ID written on the tea bag,id,text,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,treatment,Control or fertilised. Control frames are labelled as SiteX-CX  and fertilised frames as SiteX-FX.,categorical,NA,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,tea_type,Type of tea used: Rooibos tea or Green tea.,categorical,text,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,final_tea_bag_weight_g,"weight, in grams of the tea bags. Please refer to the protocol for instructions for weighing the tea bags.",measurement,text,0.0000g,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),pii,text,NA,NA,SED-BIOME
SED-BIOME,teabag_decomposition_data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,SED-BIOME
SED-BIOME,sedimentation_data,sample_deployment_date,date of the deploment of the traps,date,date,YYYY-MM-DD,NA,SED-BIOME
SED-BIOME,sedimentation_data,sample_retrieval_date,date of the retrieval of the traps,date,date,YYYY-MM-DD,NA,SED-BIOME
SED-BIOME,sedimentation_data,total_days_of_deployment,total number of days,measurement,numeric,NA,NA,SED-BIOME
SED-BIOME,sedimentation_data,site_number,Enter the number of your site. Site numbers can be found in the map that you received in the package or on the MarineGEO protocol website: https://marinegeo.github.io/projects/sed-biome,id,integer,NA,NA,SED-BIOME
SED-BIOME,sedimentation_data,treatment,Indicate whether the frame is deployment using a control or fertilizer treatment.,categorical,text,NA,NA,SED-BIOME
SED-BIOME,sedimentation_data,bottle_id,Number of the bottle as indicated on the bottle (Site X - C /F- BX),id,text,NA,NA,SED-BIOME
SED-BIOME,sedimentation_data,weight_initial_jar,initial weight of the jar without sediment,measurement,numeric,0.01,g,SED-BIOME
SED-BIOME,sedimentation_data,weight_initial_jar_and_dried_sediment,initial weight of the jar and dried sediment,measurement,numeric,0.01,g,SED-BIOME
SED-BIOME,sedimentation_data,weight_dried_sediment_g,weight of the dried sediment in g,measurement,numeric,0.01,g,SED-BIOME
SED-BIOME,sedimentation_data,organisms_removed_from_jar,type of organisms removed fron the jar before drying,measurement,numeric,NA,NA,SED-BIOME
SED-BIOME,sedimentation_data,weight_sediment_mg,weight of the dried sediment in mg,measurement,numeric,0.01,mg,SED-BIOME
SED-BIOME,sedimentation_data,bottom_area_jar_cm2,area of the jar,measurement,numeric,36.2984,cm2,SED-BIOME
SED-BIOME,sedimentation_data,sedimentation_rate_mg_cm2_d1,sedimentation rate per day,measurement,numeric,NA,mg.cm2.d-1,SED-BIOME
SED-BIOME,sedimentation_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),pii,text,NA,NA,SED-BIOME
SED-BIOME,sedimentation_data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,SED-BIOME
seagrass_biomass,sample_metadata,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,date,YYYY-MM-DD,NA,legacy_active
seagrass_biomass,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,legacy_active
seagrass_biomass,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,legacy_active
seagrass_biomass,sample_metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,legacy_active
seagrass_biomass,sample_metadata,sample_dimensions,Note the (bottom) area or dimensions of the sample,categorical,text,NA,NA,legacy_active
seagrass_biomass,sample_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",,numeric,xx.xxxxx,NA,legacy_active
seagrass_biomass,sample_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",,numeric,xxx.xxxxx,NA,legacy_active
seagrass_biomass,sample_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",,numeric,xx.xxxxx,NA,legacy_active
seagrass_biomass,sample_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",,numeric,xxx.xxxxx,NA,legacy_active
seagrass_biomass,sample_metadata,sample_processing_date,The date the sample was processed in the lab,date,date,YYYY-MM-DD,NA,legacy_active
seagrass_biomass,sample_metadata,corer_dimensions,Dimensions of the corer used (w x h),categorical,text,NA,NA,legacy_active
seagrass_biomass,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth.",measurement,numeric,NA,meters,legacy_active
seagrass_biomass,sample_metadata,data_collector,Name(s) of data collector(s),pii,text,NA,NA,legacy_active
seagrass_biomass,sample_metadata,data_entry_person,Full name of data entry person,pii,text,NA,NA,legacy_active
seagrass_biomass,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,legacy_active
seagrass_biomass,sample_data,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,date,YYYY-MM-DD,NA,legacy_active
seagrass_biomass,sample_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,legacy_active
seagrass_biomass,sample_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,legacy_active
seagrass_biomass,sample_data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,legacy_active
seagrass_biomass,sample_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,legacy_active
seagrass_biomass,sample_data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,legacy_active
seagrass_biomass,sample_data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,legacy_active
seagrass_biomass,sample_data,sample_processing_person,The full name of the person processing the sample (no initials; ONLY one name per sample),pii,text,NA,NA,legacy_active
seagrass_biomass,sample_data,tin_mass_g,The mass in grams of an empty measring tin,measurement,decimal,xx.xx,grams,legacy_active
seagrass_biomass,sample_data,tin_sample_dry_mass_g,"The mass in grams of a measring tin containing a seagrass sample, after it has been dried to a consistant dryweight",measurement,decimal,xx.xx,grams,legacy_active
seagrass_biomass,sample_data,sample_data_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,legacy_active
seagrass_density,sample_metadata,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,date,YYYY-MM-DD,NA,legacy_active
seagrass_density,sample_metadata,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,legacy_active
seagrass_density,sample_metadata,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,legacy_active
seagrass_density,sample_metadata,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,legacy_active
seagrass_density,sample_metadata,transect_begin_decimal_latitude,"Latitude of the transect beginning, in decimal degrees (to five decimal places)",,numeric,xx.xxxxx,NA,legacy_active
seagrass_density,sample_metadata,transect_begin_decimal_longitude,"Longitude of the transect beginning, in decimal degrees (to five decimal places)",,numeric,xxx.xxxxx,NA,legacy_active
seagrass_density,sample_metadata,transect_end_decimal_latitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",,numeric,xx.xxxxx,NA,legacy_active
seagrass_density,sample_metadata,transect_end_decimal_longitude,"Latitude of the transect ending, in decimal degrees (to five decimal places)",,numeric,xxx.xxxxx,NA,legacy_active
seagrass_density,sample_metadata,depth_m,"Site depth in meters. For sites spanning a depth range, please provide a single average depth.",measurement,numeric,NA,meters,legacy_active
seagrass_density,sample_metadata,cover_method,"The method used to estimate cover: Braun-Blanquet, percent bins, or point count.",categorical,text,NA,NA,legacy_active
seagrass_density,sample_metadata,quadrat_dimensions,Dimensions of the quadrat used during sampling (WxH),categorical,text,NA,NA,legacy_active
seagrass_density,sample_metadata,points_in_quadrat,"The total number of points counted in a quadrat to estimate cover. A value is only necessary if using the point count method, please leave this blank if using a different method.",measurement,numeric,NA,NA,legacy_active
seagrass_density,sample_metadata,data_collector,Name(s) of data collector(s),pii,text,NA,NA,legacy_active
seagrass_density,sample_metadata,data_entry_person,Full name of data entry person,pii,text,NA,NA,legacy_active
seagrass_density,sample_metadata,sample_metadata_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,legacy_active
seagrass_density,cover_sample_data,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,date,YYYY-MM-DD,NA,legacy_active
seagrass_density,cover_sample_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,legacy_active
seagrass_density,cover_sample_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,legacy_active
seagrass_density,cover_sample_data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,legacy_active
seagrass_density,cover_sample_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,legacy_active
seagrass_density,cover_sample_data,scientific_name,"Scientific name using standard scientific nomenclature. If the species cannot be identified to species, report genus or higher.",,text,NA,NA,legacy_active
seagrass_density,cover_sample_data,identification_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,legacy_active
seagrass_density,cover_sample_data,cover_code,"Cover code format will depend on the method used: Braun-Blanquet uses a letter scale (A, B, C, D, E) and % bins and point count methods use numeric scale. Refer to the protocol document for more information. If reporting cover for substrate, leave scientific name blank for that row.",categorical,NA,NA,NA,legacy_active
seagrass_density,cover_sample_data,sediment_type,"Type of bare substratum where sample was collected (ex. Sand, mud, mixed)",categorical,text,NA,NA,legacy_active
seagrass_density,cover_sample_data,cover_sample_notes,"Any additional notes regarding observations, context, or concerns about the data.",note,text,NA,NA,legacy_active
seagrass_density,macro_invert_sample_data,sample_collection_date,The date the sample was collected in the field (YYYY-MM-DD),date,date,YYYY-MM-DD,NA,legacy_active
seagrass_density,macro_invert_sample_data,site_code,Enter your 6 character site code. Codes can be found in the standards section of the MarineGEO protocol website: https://marinegeo.github.io/standards/,id,text,XXX-YYY,NA,legacy_active
seagrass_density,macro_invert_sample_data,location_name,"The name of the specific location where the sample was collected; e.g., Curlew Cay",id,text,NA,NA,legacy_active
seagrass_density,macro_invert_sample_data,transect,"The transect at the location the sample came from: 1, 2, or 3",id,numeric,NA,NA,legacy_active
seagrass_density,macro_invert_sample_data,quadrat,The distance along the transect that the sample was collected (from 1-50 m),id,numeric,NA,meters,legacy_active
